t,date,cases_new,cases_recovered,cases_active,daily_vaccinated,FIXED,new_exposed_over,new_exposed_under,new_exposed,E(t)= NewCt+1 / delta,delta E(t),S,S/N,S/N * I,beta1,beta2,gamma1,gamma2,x1,match_check,x3,x4,vax_daily_p,vax_daily_f,vax_daily_bo,vax_daily_total,new_cases_unvax,new_cases_pvax,new_cases_fvax,new_cases_boost,new_cases_total,new_exposed_over_p,new_exposed_under_p,new_exposed_p,new_exposed_over_f,new_exposed_under_f,new_exposed_f,e_p,e_f,,ve_p,ve_f,vax_p_cum,vax_f_cum,ncass_vax_p_cum,ncass_vax_f_cum
250,9/7/2021,18547,18902,247875,207575,,21662.66667,14997.5,18330.08333,118398,19733,14093646.25,0.432320437,107161.4284,0.171051129,1.026306776,0.091582451,,,1,-3215,-2968,144596,207504,3,352103,8146,4269,6132,0,18547,4486.5,3052.833333,3769.666667,8682.166667,6029.5,7355.833333,1.05E-07,1.43E-07,,99.50923819,99.53611361,21358013,16732415,301145,158693
251,9/8/2021,19733,22701,244660,213300,,21062.83333,14875,17968.91667,115842,19307,13867741.17,0.425390833,104076.1213,0.172651675,1.03591005,0.101589962,,,1,-5760,-5548,138971,213236,5,352212,8197,4524,7012,0,19733,4325.166667,3012.5,3668.833333,8565.166667,6140.166667,7352.666667,1.08E-07,1.41E-07,,99.51113546,99.52803705,21496984,16945651,305669,165705
252,9/9/2021,19307,24855,238900,208063,,20396,14604.83333,17500.41667,127056,21176,13636472.25,0.418296695,99931.08038,0.175124862,1.050749172,0.089895354,,,1,-514,-300,145498,207990,2,353490,8020,4360,6927,0,19307,4192.666667,3005.666667,3599.166667,8466.5,6038.666667,7252.583333,1.04E-07,1.46E-07,,99.51388414,99.52062055,21642482,17153641,310029,172632
253,9/10/2021,21176,21476,238386,198029,,19688.66667,14517.5,17103.08333,117300,19550,13410908.83,0.411377572,98066.65378,0.17440264,1.046415841,0.091326672,,,1,-2434,-2221,119936,197939,3,317878,8437,4779,7960,0,21176,4038.333333,2989.833333,3514.083333,8232.833333,6088.333333,7160.583333,1.23E-07,1.52E-07,,99.51441235,99.51047007,21762418,17351580,314808,180592
254,9/11/2021,19550,21771,235952,189847,,19400.66667,14398.33333,16899.5,115188,19198,13195776.75,0.404778428,95508.27962,0.176942775,1.061656648,0.08891639,,,1,-2008,-1782,96566,189768,44,286378,8193,4065,7292,0,19550,3920,2891.666667,3405.833333,8254.833333,6139.166667,7197,1.49E-07,1.61E-07,,99.51461712,99.50237116,21858984,17541348,318873,187884
255,9/12/2021,19198,20980,233944,166933,,19415.66667,13540,16477.83333,96438,16073,12989030.25,0.398436511,93211.83107,0.176778346,1.060670077,0.106063844,,,1,-8921,-8740,84444,166869,111,251424,7479,3852,7867,0,19198,3810.333333,2747.5,3278.916667,8458.333333,5818.833333,7138.583333,1.66E-07,1.83E-07,,99.51443341,99.49198809,21943428,17708217,322725,195751
256,9/13/2021,16073,24813,225023,173374,,18664.83333,13030.66667,15847.75,94014,15669,12805619.42,0.392810412,88391.37724,0.179290679,1.075744071,0.080227355,,,1,-2578,-2384,78523,173282,2,251807,6306,3365,6402,0,16073,3694,2586.5,3140.25,8194.166667,5723,6958.583333,1.78E-07,1.78E-07,,99.51467163,99.48640156,22021951,17881499,326090,202153
257,9/14/2021,15669,18053,222445,189690,,17821.33333,12599.5,15210.41667,116970,19495,12616397.67,0.387006063,86087.56377,0.176685412,1.060112472,0.084335454,,,1,524,735,78312,189583,3,267898,5994,3515,6160,0,15669,3430.166667,2421.666667,2925.916667,7933.333333,5658.5,6795.916667,1.68E-07,1.61E-07,,99.51474448,99.48295074,22100263,18071082,329605,208313
258,9/15/2021,19495,18760,222969,199470,,17317.5,12300.33333,14808.91667,112890,18815,12411497.25,0.380720775,84888.93038,0.174450504,1.046703022,0.075970202,,,1,1694,1876,74665,199364,4,274033,7519,3520,8456,0,19495,3173,2250,2711.5,7929.833333,5607,6768.416667,1.63E-07,1.52E-07,,99.51463644,99.47499853,22174928,18270446,333125,216769
259,9/16/2021,18815,16939,224663,154469,,17042.5,12233.66667,14638.08333,105462,17577,12197218.33,0.374147802,84057.16756,0.17414438,1.04486628,0.102242025,,,1,-5583,-5393,66370,154377,0,220747,7036,3823,7956,0,18815,2955,2140.333333,2547.666667,7966.666667,5735.666667,6851.166667,1.71E-07,1.98E-07,,99.51358983,99.46597316,22241298,18424823,336948,224725
260,9/17/2021,17577,22970,219080,182340,,16734.16667,12159.33333,14446.75,93294,15549,12028111.25,0.368960468,80831.85928,0.17872594,1.072355638,0.078532956,,,1,-1823,-1656,81170,182242,6,263418,6508,3811,7258,0,17577,2806.333333,2024.833333,2415.583333,7998.666667,5800.166667,6899.416667,1.36E-07,1.73E-07,,99.51366019,99.46102204,22322468,18607065,340759,231983
261,9/18/2021,15549,17205,217257,176286,,16169.83333,11716.83333,13943.33333,89724,14954,11831324.5,0.362924064,78847.79346,0.176838599,1.061031594,0.108024137,,,1,-8674,-8515,79052,176194,0,255246,5579,3270,6700,0,15549,2618.5,1887.666667,2253.083333,7863,5679.5,6771.25,1.31E-07,1.77E-07,,99.51444001,99.45746224,22401520,18783259,344029,238683
262,9/19/2021,14954,23469,208583,172447,,15432,11045,13238.5,86070,14345,11641095.17,0.357088809,74482.655,0.177739368,1.066436206,0.080610596,,,1,-2616,-2469,66602,172386,0,238988,5563,2926,6465,0,14954,2414.166667,1672,2043.083333,7615.666667,5487.666667,6551.666667,1.47E-07,1.82E-07,,99.51490633,99.45461476,22468122,18955645,346955,245148
263,9/20/2021,14345,16814,205967,211287,,15006,10641.33333,12823.66667,94554,15759,11455409.67,0.351392935,72375.34855,0.177182797,1.06309678,0.080838193,,,1,-1043,-891,101505,211224,0,312729,5156,2655,6534,0,14345,2220.833333,1570.5,1895.666667,7602.666667,5405.333333,6504,9.07E-08,1.49E-07,,99.51822798,99.45471126,22569627,19166869,349610,251682
264,9/21/2021,15759,16650,204924,148440,,14836.16667,10288,12562.08333,89940,14990,11231299,0.344518374,70600.08332,0.177932982,1.06759789,0.09614296,,,1,-4856,-4712,127579,148369,1,275949,5521,2857,7381,0,15759,2129.833333,1469.5,1799.666667,7686.833333,5331.333333,6509.083333,6.88E-08,2.14E-07,,99.52312197,99.44905721,22697206,19315238,352467,259063
265,9/22/2021,14990,19702,200068,214742,,14392,10094,12243,82524,13754,11070296.92,0.33957966,67939.02342,0.180205711,1.081234264,0.083111742,,,1,-3022,-2874,126863,214681,3,341547,5297,2822,6871,0,14990,2002.5,1424.833333,1713.666667,7586.333333,5327.166667,6456.75,6.75E-08,1.50E-07,,99.52805833,99.44958358,22824069,19529919,355289,265934
266,9/23/2021,13754,16628,197046,208889,,13894.66667,9891.5,11893.08333,87324,14554,10843311.92,0.33261693,65540.83558,0.181460661,1.088763965,0.085010607,,,1,-2343,-2197,139205,208790,2,347997,5123,2240,6391,0,13754,1896.833333,1336.5,1616.666667,7421.333333,5323.333333,6372.333333,5.89E-08,1.55E-07,,99.53465113,99.45111816,22963274,19738709,357529,272325
267,9/24/2021,14554,16751,194703,168884,,13221.66667,9884.166667,11552.91667,83394,13899,10622529.83,0.325844473,63442.89651,0.182099452,1.09259671,0.092828565,,,1,-4334,-4175,123561,168814,2,292377,5049,2268,7237,0,14554,1747,1303.166667,1525.083333,7147.833333,5358.5,6253.166667,6.34E-08,1.90E-07,,99.54014554,99.44851963,23086835,19907523,359797,279562
268,9/25/2021,13899,18074,190369,158344,,12741,9506.5,11123.75,78624,13104,10442092.92,0.320309599,60977.01799,0.182425287,1.094551721,0.110159742,,,1,-7994,-7867,120165,158265,0,278430,5016,1962,6921,0,13899,1674,1220.5,1447.25,6917.833333,5211.666667,6064.75,6.33E-08,2.01E-07,,99.54581444,99.44619682,23207000,20065788,361759,286483
269,9/26/2021,13104,20971,182375,162527,,12321.83333,8780,10550.91667,65754,10959,10272625.17,0.315111201,57468.40536,0.183595083,1.1015705,0.090089102,,,1,-5600,-5471,121141,162468,7,283616,4413,2034,6657,0,13104,1581.666667,1125.166667,1353.416667,6795,4802.833333,5798.916667,6.13E-08,1.96E-07,,99.55146422,99.44505133,23328141,20228256,363793,293140
270,9/27/2021,10959,16430,176775,162081,,11812.83333,8127,9969.916667,67992,11332,10099547.25,0.309802063,54765.25967,0.182048195,1.09228917,0.080101824,,,1,-2933,-2828,176186,161997,5,338188,3711,1528,5720,0,10959,1480,1022.333333,1251.166667,6563.833333,4513.5,5538.666667,4.02E-08,1.93E-07,,99.56143062,99.44596909,23504327,20390253,365321,298860
271,9/28/2021,11332,14160,173842,170611,,11338.66667,7708.833333,9523.75,74604,12434,9927496.333,0.304524427,52939.13551,0.179899991,1.079399946,0.097789947,,,1,-4690,-4566,173925,170536,8,344469,3804,1631,5897,0,11332,1389,947,1168,6366.333333,4308.833333,5337.583333,3.86E-08,1.80E-07,,99.57104849,99.44744771,23678252,20560789,366952,304757
272,9/29/2021,12434,17000,169152,158727,,10982.33333,7538,9260.166667,76410,12735,9747361.583,0.298998822,50576.24867,0.183093189,1.098559135,0.10478741,,,1,-5120,-4990,197247,158631,5,355883,3979,1662,6793,0,12434,1312.833333,917,1114.916667,6221,4272.166667,5246.583333,3.34E-08,1.96E-07,,99.58209171,99.44672556,23875499,20719420,368614,311550
273,9/30/2021,12735,17725,164032,172357,,10620.33333,7652.166667,9136.25,71334,11889,9579374.417,0.293845841,48200.12099,0.189548279,1.137289676,0.096877439,,,1,-4100,-4002,171560,172267,13,343840,4145,1694,6896,0,12735,1250,902.3333333,1076.166667,6097.333333,4396.5,5246.916667,3.82E-08,1.86E-07,,99.59134158,99.44715654,24047059,20891687,370308,318446
274,10/1/2021,11889,15891,159932,143509,,10338.16667,7763.5,9050.833333,65490,10915,9397881.167,0.288278563,46104.9672,0.196309289,1.177855734,0.096265913,,,1,-4612,-4481,105822,143461,22,249305,3750,1504,6634,1,11889,1189.666667,879.1666667,1034.416667,6006.833333,4538,5272.416667,6.11E-08,2.30E-07,,99.59651519,99.44624255,24152881,21035148,371812,325080
275,10/2/2021,10915,15396,155320,131247,,10110.5,7522.833333,8816.666667,54396,9066,9245321.333,0.283598814,44048.56778,0.200157851,1.200947106,0.09305949,,,1,-5492,-5388,92853,131171,4,224028,3656,1328,5931,0,10915,1119.666667,828.5,974.0833333,5964.5,4423.5,5194,6.75E-08,2.55E-07,,99.60104237,99.44588769,24245734,21166319,373140,331011
276,10/3/2021,9066,14454,149828,118958,,9853.666667,7077.666667,8465.666667,48450,8075,9105257.667,0.279302382,41847.31735,0.20229891,1.213793457,0.103158288,,,1,-7473,-7381,99528,118908,5,218441,2915,1135,5016,0,9066,1068.333333,764.8333333,916.5833333,5848.833333,4203.5,5026.166667,6.15E-08,2.82E-07,,99.60619887,99.44636455,24345262,21285227,374275,336027
277,10/4/2021,8075,15456,142355,106703,,9615.333333,6642,8128.666667,52902,8817,8977834,0.275393681,39203.66746,0.207344547,1.244067282,0.109690562,,,1,-6895,-6798,130145,106660,121,236926,2645,1090,4340,0,8075,1023,701.6666667,862.3333333,5780.666667,3996,4888.333333,4.65E-08,3.22E-07,,99.61333269,99.44719568,24475407,21391887,375365,340367
278,10/5/2021,8817,15615,135460,108882,,9314.333333,6341.833333,7828.083333,56280,9380,8863002.333,0.271871237,36827.67779,0.212559787,1.27535872,0.096301491,,,1,-3758,-3665,126053,108823,106,234982,2580,1077,5160,0,8817,949.5,657.1666667,803.3333333,5670.333333,3868.5,4769.416667,4.70E-08,3.24E-07,,99.62018298,99.44698815,24601460,21500710,376442,345527
279,10/6/2021,9380,13045,131702,104070,,8925.833333,6232,7578.916667,59340,9890,8746292.25,0.268291173,35334.48411,0.214490656,1.286943934,0.097826912,,,1,-3088,-2994,115687,104019,37,219743,2922,1052,5406,0,9380,872.6666667,616.5,744.5833333,5485.5,3845.166667,4665.333333,4.89E-08,3.41E-07,,99.62637509,99.4461857,24717147,21604729,377494,350933
280,10/7/2021,9890,12884,128614,95195,,8720.166667,6239.833333,7480,58506,9751,8634643.333,0.26486636,34065.52201,0.219576849,1.317461097,0.098931687,,,1,-3062,-2973,110142,95153,67,205362,3031,1148,5711,0,9890,811,585.3333333,698.1666667,5416.5,3875.166667,4645.833333,4.93E-08,3.80E-07,,99.63210137,99.44439197,24827289,21699882,378642,356644
281,10/8/2021,9751,12724,125552,108228,,8515.5,6373.166667,7444.333333,52458,8743,8531968.333,0.26171682,32859.07019,0.226553378,1.359320265,0.11486874,,,1,-5753,-5679,75995,108175,609,184779,2942,1047,5762,0,9751,766.1666667,570.5,668.3333333,5312,3990,4651,7.00E-08,3.42E-07,,99.63579397,99.44369184,24903284,21808057,379689,362406
282,10/9/2021,8743,14422,119799,110816,,8303,6184.666667,7243.833333,44238,7373,8416296,0.258168589,30928.33879,0.234213463,1.405280778,0.091478226,,,1,-3669,-3586,41112,110773,22,151907,2603,951,5189,0,8743,728,526.3333333,627.1666667,5222.5,3886.666667,4554.583333,1.27E-07,3.43E-07,,99.63741988,99.44425144,24944396,21918830,380640,367595
283,10/10/2021,7373,10959,116130,104269,,8047.833333,5765.333333,6906.583333,40254,6709,8298236.167,0.254547122,29560.55724,0.233641852,1.401851111,0.093283389,,,1,-4205,-4124,33093,104216,2,137311,2126,773,4473,1,7373,667.3333333,469.8333333,568.5833333,5098,3645.333333,4371.666667,1.48E-07,3.61E-07,,99.63872469,99.44553631,24977489,22023046,381413,372068
284,10/11/2021,6709,10833,111925,142383,,7642.166667,5375.5,6508.833333,43656,7276,8187060.583,0.251136828,28108.48944,0.231561121,1.389366728,0.094304222,,,1,-3375,-3279,54202,142337,41,196580,1952,670,4086,1,6709,599,419.5,509.25,4889.833333,3423.666667,4156.75,8.39E-08,2.61E-07,,99.64143415,99.45047231,25031691,22165383,382083,376154
285,10/12/2021,7276,10555,108550,160133,,7329.833333,5058.166667,6194,47700,7950,8038168.75,0.246569594,26765.12938,0.231420514,1.388523084,0.099788116,,,1,-2962,-2882,57412,160077,192,217681,2040,769,4466,1,7276,553.3333333,383.5,468.4166667,4735.5,3272.833333,4004.166667,7.52E-08,2.30E-07,,99.64424542,99.45632871,25089103,22325460,382852,380620
286,10/13/2021,7950,10832,105588,162570,,7198.166667,4841.666667,6019.916667,48504,8084,7871841.75,0.241467538,25496.07444,0.236111511,1.416669068,0.117967951,,,1,-4437,-4372,53266,162526,2215,218007,2173,780,4997,0,7950,526.8333333,358.8333333,442.8333333,4697.833333,3164.166667,3931,7.87E-08,2.29E-07,,99.64679004,99.46173833,25142369,22487986,383632,385617
287,10/14/2021,8084,12456,101151,171237,,6918,4922.5,5920.25,44520,7420,7703251.833,0.236296069,23901.58363,0.247692793,1.486156757,0.100295598,,,1,-2801,-2725,42345,171177,3311,216833,2328,707,5049,0,8084,491.6666667,346,418.8333333,4541.833333,3261,3901.416667,9.78E-08,2.25E-07,,99.64873224,99.46788811,25184714,22659163,384339,390666
288,10/15/2021,7420,10145,98350,138414,,6838.166667,4988.166667,5913.166667,45054,7509,7526094.583,0.230861797,22705.25774,0.260431603,1.562589617,0.096908998,,,1,-2094,-2022,37156,138373,10395,185924,2181,586,4653,0,7420,463.8333333,334.1666667,399,4520.5,3309.333333,3914.916667,1.09E-07,2.88E-07,,99.65046876,99.47219192,25221870,22797536,384925,395319
289,10/16/2021,7509,9531,96256,118210,,6729.5,4975,5852.25,36870,6145,7381767.417,0.226434583,21795.68725,0.268504954,1.611029723,0.095900515,,,1,-3158,-3086,16419,118172,3615,138206,2153,581,4775,0,7509,433.1666667,322.8333333,378,4460.333333,3309.166667,3884.75,2.39E-07,3.42E-07,,99.65094113,99.47489998,25238289,22915708,385506,400094
290,10/17/2021,6145,9231,93098,122966,,6726.333333,4852.666667,5789.5,32604,5434,7257705.167,0.222628993,20726.31398,0.279330903,1.675985418,0.09060345,,,1,-3070,-3001,17005,122940,2722,142667,1795,504,3846,0,6145,415.8333333,304,359.9166667,4498.833333,3215.833333,3857.333333,2.27E-07,3.37E-07,,99.65152147,99.47931334,25255294,23038648,386010,403940
291,10/18/2021,5434,8435,90028,174913,,6831.666667,4772,5801.833333,34470,5745,7128949.667,0.218679438,19687.27241,0.294699703,1.768198218,0.099224686,,,1,-3272,-3188,32953,174869,9233,217055,1444,441,3549,0,5434,405.8333333,282,343.9166667,4574.333333,3187,3880.666667,1.16E-07,2.46E-07,,99.65313646,99.48817324,25288247,23213517,386451,407489
292,10/19/2021,5745,8933,86756,123489,,6859.5,4691.666667,5775.583333,33096,5516,6948234.833,0.213136038,18490.8301,0.312348516,1.874091094,0.108361381,,,1,-3949,-3885,15193,123457,1403,140053,1621,405,3719,0,5745,379.8333333,262.5,321.1666667,4608.5,3149.333333,3878.916667,2.44E-07,3.62E-07,,99.65369815,99.49293315,25303440,23336974,386856,411208
293,10/20/2021,5516,9401,82807,220802,,6764.5,4783.166667,5773.833333,37260,6210,6818970.25,0.209170867,17320.81195,0.333346575,2.000079448,0.091320782,,,1,-1412,-1352,30966,220749,17319,269034,1396,370,3748,2,5516,352.5,247,299.75,4574,3230.833333,3902.416667,1.17E-07,2.13E-07,,99.65525595,99.50512851,25334406,23557723,387226,414956
294,10/21/2021,6210,7562,81395,194540,,6768.833333,4848.833333,5808.833333,39780,6630,6592394.417,0.202220688,16459.75287,0.352911333,2.117468001,0.093740402,,,1,-1071,-1000,32533,194489,20567,247589,1647,433,4123,7,6210,337.3333333,234.6666667,286,4596.166667,3314.5,3955.333333,1.08E-07,2.50E-07,,99.65685186,99.51490357,25366939,23752212,387659,419079
295,10/22/2021,6630,7630,80324,120117,,6654.333333,5027.5,5840.916667,34968,5828,6392045.583,0.196075018,15749.52974,0.370862925,2.22517755,0.114262238,,,1,-3413,-3350,27998,120093,18904,166995,1770,427,4427,6,6630,311.1666667,238.3333333,274.75,4561.333333,3445.166667,4003.25,1.22E-07,4.15E-07,,99.65817637,99.51879952,25394937,23872305,388086,423506
296,10/23/2021,5828,9178,76911,100805,,6628.333333,4903,5765.666667,33996,5666,6266087.667,0.192211278,14783.16161,0.390015804,2.340094826,0.090728244,,,1,-1370,-1312,11957,100769,8557,121283,1611,370,3839,8,5828,294.6666667,218.1666667,256.4166667,4572.166667,3371.666667,3971.916667,2.79E-07,5.12E-07,,99.65857511,99.52200421,25406894,23973074,388456,427345
297,10/24/2021,5666,6978,75541,112192,,6519.166667,4649.333333,5584.25,28692,4782,6159517,0.188942239,14272.8857,0.391248842,2.347493052,0.098145378,,,1,-2702,-2632,11418,112163,8778,132359,1595,337,3718,16,5666,275,192.8333333,233.9166667,4503,3213.666667,3858.333333,2.71E-07,4.55E-07,,99.65897104,99.52627568,25418312,24085237,388793,431063
298,10/25/2021,4782,7414,72839,146842,,6376.333333,4431.666667,5404,34356,5726,6041740.75,0.185329471,13499.21333,0.400319624,2.401917742,0.076977993,,,1,64,119,23990,146809,22456,193255,1328,257,3188,9,4782,252.6666667,177.1666667,214.9166667,4421.5,3081.5,3751.5,1.23E-07,3.51E-07,,99.66020354,99.53379561,25442302,24232046,389050,434251
299,10/26/2021,5726,5607,72903,141898,,6265.666667,4303.5,5284.583333,36888,6148,5889494.75,0.180659348,13170.60846,0.401240637,2.407443825,0.104179526,,,1,-1513,-1447,25137,141849,22993,189979,1467,301,3950,8,5726,232.3333333,162.6666667,197.5,4375.833333,2996.833333,3686.333333,1.08E-07,3.56E-07,,99.6614662,99.54016466,25467439,24373895,389351,438201
300,10/27/2021,6148,7595,71390,128582,,6076,4280,5178,38262,6377,5742312.167,0.176144545,12574.95907,0.411770724,2.470624344,0.092968203,,,1,-315,-260,19694,128552,28486,176732,1619,310,4201,18,6148,208,142,175,4266,3010.5,3638.25,1.24E-07,3.96E-07,,99.66238996,99.54534935,25487133,24502447,389661,442402
301,10/28/2021,6377,6637,71075,120906,,5883.833333,4270.5,5077.166667,36360,6060,5608552.167,0.172041478,12227.84801,0.415213426,2.491280556,0.102666198,,,1,-1296,-1237,19850,120876,53129,193855,1753,277,4328,19,6377,181,131.5,156.25,4149.5,3019.166667,3584.333333,1.11E-07,4.17E-07,,99.6633521,99.5499142,25506983,24623323,389938,446730
302,10/29/2021,6060,7297,69779,84532,,5777.833333,4283,5030.416667,35124,5854,5482569,0.168176963,11735.22031,0.428659755,2.571958531,0.096232391,,,1,-919,-861,15598,84500,45787,145885,1550,263,4220,27,6060,163.6666667,124.6666667,144.1666667,4076.666667,3022.5,3549.583333,1.32E-07,6.02E-07,,99.66406854,99.55195402,25522581,24707823,390201,450950
303,10/30/2021,5854,6715,68860,51950,,5764,4161.666667,4962.833333,29874,4979,5393006.583,0.16542965,11391.48568,0.43566164,2.613969839,0.088977636,,,1,-1185,-1148,7180,51933,21210,80323,1589,279,3972,14,5854,152.3333333,106.8333333,129.5833333,4078.833333,2945.333333,3512.083333,2.62E-07,9.82E-07,,99.66426093,99.55186829,25529761,24759756,390480,454922
304,10/31/2021,4979,6127,67675,44077,,5819.333333,4037,4928.166667,27756,4626,5336093.75,0.163683857,11077.30505,0.444888594,2.669331563,0.078300702,,,1,-730,-673,6543,44048,16959,67550,1267,180,3509,23,4979,142.1666667,92.5,117.3333333,4118.166667,2871,3494.583333,2.65E-07,1.17E-06,,99.66450112,99.55169729,25536304,24803804,390660,458431
305,11/1/2021,4626,5299,66945,58434,,5978,3985.333333,4981.666667,30426,5071,5287088.583,0.162180631,10857.18237,0.45883605,2.753016297,0.080244977,,,1,-349,-301,9710,58412,44694,112816,1190,158,3253,25,4626,137.5,87,112.25,4254.5,2823.833333,3539.166667,1.73E-07,9.05E-07,,99.66495256,99.55290638,25546014,24862216,390818,461684
306,11/2/2021,5071,5372,66596,59157,,6079.666667,4205.5,5142.583333,31746,5291,5223672.917,0.160235366,10671.0344,0.481919853,2.891519119,0.074283741,,,1,289,344,9668,59134,57853,126655,1317,183,3535,36,5071,132.3333333,92.16666667,112.25,4334.166667,2985.333333,3659.75,1.74E-07,9.29E-07,,99.66537983,99.55393782,25555682,24921350,391001,465219
307,11/3/2021,5291,4947,66885,45183,,6345.5,4475.833333,5410.666667,34278,5713,5159373.333,0.158262986,10585.4198,0.511143325,3.066859947,0.087687822,,,1,-203,-152,8663,45157,65632,119452,1365,176,3712,38,5291,130.3333333,93.33333333,111.8333333,4537.333333,3195.166667,3866.25,1.93E-07,1.28E-06,,99.66575238,99.55377973,25564345,24966507,391177,468931
308,11/4/2021,5713,5865,66682,19686,,6530.166667,4838.166667,5684.166667,29532,4922,5108779.667,0.156711033,10449.80508,0.54394954,3.263697239,0.083665757,,,1,-715,-657,3117,19676,21454,44247,1451,155,4054,53,5713,126.5,98.16666667,112.3333333,4695.5,3479.833333,4087.666667,5.40E-07,3.12E-06,,99.66580722,99.55137909,25567462,24986183,391332,472985
309,11/5/2021,4922,5579,65967,31998,,6666.666667,5049.166667,5857.916667,28206,4701,5083409.5,0.155932807,10286.41946,0.569480633,3.416883798,0.081586248,,,1,-723,-681,5887,31988,48471,86346,1199,117,3561,45,4922,127.5,98.83333333,113.1666667,4811.833333,3639.166667,4225.5,2.91E-07,2.00E-06,,99.66606282,99.55042617,25573349,25018171,391449,476546
310,11/6/2021,4701,5382,65244,14065,,6766.666667,5009,5887.833333,26058,4343,5045553.583,0.154771582,10097.91712,0.58307404,3.498444243,0.079547545,,,1,-906,-847,5011,14056,25861,44928,1243,117,3273,68,4701,123.3333333,92.16666667,107.75,4891.5,3639,4265.25,3.30E-07,4.65E-06,,99.6662654,99.5483853,25578360,25032227,391566,479819
311,11/7/2021,4343,5190,64338,14841,,6768.333333,4825.666667,5797,27258,4543,5025600.75,0.154159532,9918.315983,0.58447422,3.506845321,0.114209332,,,1,-2858,-2805,3733,14827,22722,41282,1135,76,3072,60,4343,117.3333333,78.33333333,97.83333333,4911.833333,3508,4209.916667,4.07E-07,4.41E-06,,99.66642599,99.54660952,25582093,25047054,391642,482891
312,11/8/2021,4543,7348,61480,45857,,6775.833333,4674,5724.916667,32418,5403,5004962.75,0.153526465,9438.807051,0.606529685,3.639178109,0.086385817,,,1,40,92,6676,45844,60341,112861,1141,90,3266,46,4543,104.8333333,72,88.41666667,4935.333333,3401.5,4168.416667,2.15E-07,1.48E-06,,99.66675276,99.54709641,25588769,25092898,391732,486157
313,11/9/2021,5403,5311,61520,31914,,6785.333333,4635.833333,5710.583333,37458,6243,4953380.833,0.151944197,9347.60702,0.610913929,3.665483575,0.082379714,,,1,1135,1175,8347,31901,79308,119556,1448,122,3771,62,5403,96,66.66666667,81.33333333,4955.166667,3383.333333,4169.25,1.58E-07,2.12E-06,,99.66715315,99.54604661,25597116,25124799,391854,489928
314,11/10/2021,6243,5068,62655,40079,,6758.333333,4731,5744.666667,37938,6323,4915756.25,0.150790069,9447.751774,0.608045893,3.648275359,0.085180752,,,1,937,986,8221,40056,87706,135983,1482,148,4530,83,6243,90.83333333,62.83333333,76.83333333,4910.833333,3454.833333,4182.833333,1.49E-07,1.67E-06,,99.66752358,99.54496541,25605337,25164855,392002,494458
315,11/11/2021,6323,5337,63592,45350,,6766.666667,4929.833333,5848.25,39102,6517,4869932.583,0.149384435,9499.654995,0.61562762,3.693765723,0.094760347,,,1,443,491,9005,45299,94931,149235,1599,124,4532,68,6323,86.66666667,61.5,74.08333333,4905,3578.833333,4241.916667,1.29E-07,1.47E-06,,99.66796207,99.54434826,25614342,25210154,392126,498990
316,11/12/2021,6517,6026,64035,35086,,6715.333333,5049.166667,5882.25,34854,5809,4818734.333,0.147813937,9465.265431,0.621456423,3.72873854,0.073584758,,,1,1053,1097,7744,35074,76185,119003,1566,105,4780,66,6517,81.83333333,62.16666667,72,4871.5,3652.666667,4262.083333,1.45E-07,1.90E-06,,99.66834053,99.54273475,25622086,25245228,392231,503770
317,11/13/2021,5809,4712,65088,16680,,6672.333333,4956,5814.166667,30972,5162,4777766.083,0.146557242,9539.117756,0.609507799,3.657046793,0.077110988,,,1,105,143,3712,16673,39124,59509,1410,94,4222,83,5809,79.16666667,56.66666667,67.91666667,4843.833333,3598.666667,4221.25,2.81E-07,3.89E-06,,99.66848458,99.54019095,25625798,25261901,392325,507992
318,11/14/2021,5162,5019,65193,11583,,6702.5,4722.166667,5712.333333,30858,5143,4755271.917,0.145867237,9509.522763,0.60069611,3.604176661,0.069808108,,,1,548,592,3583,11581,31538,46702,1251,82,3770,59,5162,77.33333333,52.66666667,65,4869.833333,3416.5,4143.166667,2.78E-07,5.49E-06,,99.66863113,99.5376672,25629381,25273482,392407,511762
319,11/15/2021,5143,4551,65741,27740,,6613.666667,4591.166667,5602.416667,32478,5413,4737976.583,0.145336705,9554.580324,0.586359262,3.518155571,0.091464991,,,1,-646,-600,6267,27716,72459,106442,1270,65,3744,64,5143,77.33333333,53.33333333,65.33333333,4777,3316.166667,4046.583333,1.59E-07,2.22E-06,,99.66895449,99.53650076,25635648,25301198,392472,515506
320,11/16/2021,5413,6013,65095,26913,,6574.333333,4491.166667,5532.75,37728,6288,4704634.167,0.144313931,9394.115371,0.588959128,3.53375477,0.072862739,,,1,1484,1545,6951,26900,91225,125076,1333,86,3893,101,5413,75.5,53.16666667,64.33333333,4746.833333,3249.5,3998.166667,1.42E-07,2.28E-06,,99.66930122,99.5351594,25642599,25328098,392558,519399
321,11/17/2021,6288,4743,66579,21550,,6432,4538.666667,5485.333333,38280,6380,4672188.417,0.143318663,9542.01327,0.574861214,3.449167285,0.086513766,,,1,585,620,6480,21537,94507,122524,1459,73,4671,85,6288,72.5,51.66666667,62.08333333,4663.5,3296.666667,3980.083333,1.44E-07,2.78E-06,,99.66963052,99.53269739,25649079,25349635,392631,524070
