t,date,cases_new,cases_recovered,cases_active,daily_vaccinated,FIXED,new_exposed_over,new_exposed_under,new_exposed,E(t)= NewCt+1 / delta,delta E(t),S,S/N,S/N * I,beta1,beta2,gamma1,gamma2,,,,
596,9/12/2021,19198,20980,233944,166933,,19415.66667,13540,16477.83333,96438,16073,12989030.25,0.398436511,93211.83107,0.176778346,1.060670077,0.106063844,,,FALSE,-8921,-8740
597,9/13/2021,16073,24813,225023,173374,,18664.83333,13030.66667,15847.75,94014,15669,12805619.42,0.392810412,88391.37724,0.179290679,1.075744071,0.080227355,,,FALSE,-2578,-2384
598,9/14/2021,15669,18053,222445,189690,,17821.33333,12599.5,15210.41667,116970,19495,12616397.67,0.387006063,86087.56377,0.176685412,1.060112472,0.084335454,,,FALSE,524,735
599,9/15/2021,19495,18760,222969,199470,,17317.5,12300.33333,14808.91667,112890,18815,12411497.25,0.380720775,84888.93038,0.174450504,1.046703022,0.075970202,,,FALSE,1694,1876
600,9/16/2021,18815,16939,224663,154469,,17042.5,12233.66667,14638.08333,105462,17577,12197218.33,0.374147802,84057.16756,0.17414438,1.04486628,0.102242025,,,FALSE,-5583,-5393
601,9/17/2021,17577,22970,219080,182340,,16734.16667,12159.33333,14446.75,93294,15549,12028111.25,0.368960468,80831.85928,0.17872594,1.072355638,0.078532956,,,FALSE,-1823,-1656
602,9/18/2021,15549,17205,217257,176286,,16169.83333,11716.83333,13943.33333,89724,14954,11831324.5,0.362924064,78847.79346,0.176838599,1.061031594,0.108024137,,,FALSE,-8674,-8515
603,9/19/2021,14954,23469,208583,172447,,15432,11045,13238.5,86070,14345,11641095.17,0.357088809,74482.655,0.177739368,1.066436206,0.080610596,,,FALSE,-2616,-2469
604,9/20/2021,14345,16814,205967,211287,,15006,10641.33333,12823.66667,94554,15759,11455409.67,0.351392935,72375.34855,0.177182797,1.06309678,0.080838193,,,FALSE,-1043,-891
605,9/21/2021,15759,16650,204924,148440,,14836.16667,10288,12562.08333,89940,14990,11231299,0.344518374,70600.08332,0.177932982,1.06759789,0.09614296,,,FALSE,-4856,-4712
606,9/22/2021,14990,19702,200068,214742,,14392,10094,12243,82524,13754,11070296.92,0.33957966,67939.02342,0.180205711,1.081234264,0.083111742,,,FALSE,-3022,-2874
607,9/23/2021,13754,16628,197046,208889,,13894.66667,9891.5,11893.08333,87324,14554,10843311.92,0.33261693,65540.83558,0.181460661,1.088763965,0.085010607,,,FALSE,-2343,-2197
608,9/24/2021,14554,16751,194703,168884,,13221.66667,9884.166667,11552.91667,83394,13899,10622529.83,0.325844473,63442.89651,0.182099452,1.09259671,0.092828565,,,FALSE,-4334,-4175
609,9/25/2021,13899,18074,190369,158344,,12741,9506.5,11123.75,78624,13104,10442092.92,0.320309599,60977.01799,0.182425287,1.094551721,0.110159742,,,FALSE,-7994,-7867
610,9/26/2021,13104,20971,182375,162527,,12321.83333,8780,10550.91667,65754,10959,10272625.17,0.315111201,57468.40536,0.183595083,1.1015705,0.090089102,,,FALSE,-5600,-5471
611,9/27/2021,10959,16430,176775,162081,,11812.83333,8127,9969.916667,67992,11332,10099547.25,0.309802063,54765.25967,0.182048195,1.09228917,0.080101824,,,FALSE,-2933,-2828
612,9/28/2021,11332,14160,173842,170611,,11338.66667,7708.833333,9523.75,74604,12434,9927496.333,0.304524427,52939.13551,0.179899991,1.079399946,0.097789947,,,FALSE,-4690,-4566
613,9/29/2021,12434,17000,169152,158727,,10982.33333,7538,9260.166667,76410,12735,9747361.583,0.298998822,50576.24867,0.183093189,1.098559135,0.10478741,,,FALSE,-5120,-4990
614,9/30/2021,12735,17725,164032,172357,,10620.33333,7652.166667,9136.25,71334,11889,9579374.417,0.293845841,48200.12099,0.189548279,1.137289676,0.096877439,,,FALSE,-4100,-4002
615,10/1/2021,11889,15891,159932,143509,,10338.16667,7763.5,9050.833333,65490,10915,9397881.167,0.288278563,46104.9672,0.196309289,1.177855734,0.096265913,,,FALSE,-4612,-4481
616,10/2/2021,10915,15396,155320,131247,,10110.5,7522.833333,8816.666667,54396,9066,9245321.333,0.283598814,44048.56778,0.200157851,1.200947106,0.09305949,,,FALSE,-5492,-5388
617,10/3/2021,9066,14454,149828,118958,,9853.666667,7077.666667,8465.666667,48450,8075,9105257.667,0.279302382,41847.31735,0.20229891,1.213793457,0.103158288,,,FALSE,-7473,-7381
618,10/4/2021,8075,15456,142355,106703,,9615.333333,6642,8128.666667,52902,8817,8977834,0.275393681,39203.66746,0.207344547,1.244067282,0.109690562,,,FALSE,-6895,-6798
619,10/5/2021,8817,15615,135460,108882,,9314.333333,6341.833333,7828.083333,56280,9380,8863002.333,0.271871237,36827.67779,0.212559787,1.27535872,0.096301491,,,FALSE,-3758,-3665
620,10/6/2021,9380,13045,131702,104070,,8925.833333,6232,7578.916667,59340,9890,8746292.25,0.268291173,35334.48411,0.214490656,1.286943934,0.097826912,,,FALSE,-3088,-2994
621,10/7/2021,9890,12884,128614,95195,,8720.166667,6239.833333,7480,58506,9751,8634643.333,0.26486636,34065.52201,0.219576849,1.317461097,0.098931687,,,FALSE,-3062,-2973
622,10/8/2021,9751,12724,125552,108228,,8515.5,6373.166667,7444.333333,52458,8743,8531968.333,0.26171682,32859.07019,0.226553378,1.359320265,0.11486874,,,FALSE,-5753,-5679
623,10/9/2021,8743,14422,119799,110816,,8303,6184.666667,7243.833333,44238,7373,8416296,0.258168589,30928.33879,0.234213463,1.405280778,0.091478226,,,FALSE,-3669,-3586
624,10/10/2021,7373,10959,116130,104269,,8047.833333,5765.333333,6906.583333,40254,6709,8298236.167,0.254547122,29560.55724,0.233641852,1.401851111,0.093283389,,,FALSE,-4205,-4124
625,10/11/2021,6709,10833,111925,142383,,7642.166667,5375.5,6508.833333,43656,7276,8187060.583,0.251136828,28108.48944,0.231561121,1.389366728,0.094304222,,,FALSE,-3375,-3279
626,10/12/2021,7276,10555,108550,160133,,7329.833333,5058.166667,6194,47700,7950,8038168.75,0.246569594,26765.12938,0.231420514,1.388523084,0.099788116,,,FALSE,-2962,-2882
627,10/13/2021,7950,10832,105588,162570,,7198.166667,4841.666667,6019.916667,48504,8084,7871841.75,0.241467538,25496.07444,0.236111511,1.416669068,0.117967951,,,FALSE,-4437,-4372
628,10/14/2021,8084,12456,101151,171237,,6918,4922.5,5920.25,44520,7420,7703251.833,0.236296069,23901.58363,0.247692793,1.486156757,0.100295598,,,FALSE,-2801,-2725
629,10/15/2021,7420,10145,98350,138414,,6838.166667,4988.166667,5913.166667,45054,7509,7526094.583,0.230861797,22705.25774,0.260431603,1.562589617,0.096908998,,,FALSE,-2094,-2022
630,10/16/2021,7509,9531,96256,118210,,6729.5,4975,5852.25,36870,6145,7381767.417,0.226434583,21795.68725,0.268504954,1.611029723,0.095900515,,,FALSE,-3158,-3086
631,10/17/2021,6145,9231,93098,122966,,6726.333333,4852.666667,5789.5,32604,5434,7257705.167,0.222628993,20726.31398,0.279330903,1.675985418,0.09060345,,,FALSE,-3070,-3001
632,10/18/2021,5434,8435,90028,174913,,6831.666667,4772,5801.833333,34470,5745,7128949.667,0.218679438,19687.27241,0.294699703,1.768198218,0.099224686,,,FALSE,-3272,-3188
633,10/19/2021,5745,8933,86756,123489,,6859.5,4691.666667,5775.583333,33096,5516,6948234.833,0.213136038,18490.8301,0.312348516,1.874091094,0.108361381,,,FALSE,-3949,-3885
634,10/20/2021,5516,9401,82807,220802,,6764.5,4783.166667,5773.833333,37260,6210,6818970.25,0.209170867,17320.81195,0.333346575,2.000079448,0.091320782,,,FALSE,-1412,-1352
635,10/21/2021,6210,7562,81395,194540,,6768.833333,4848.833333,5808.833333,39780,6630,6592394.417,0.202220688,16459.75287,0.352911333,2.117468001,0.093740402,,,FALSE,-1071,-1000
636,10/22/2021,6630,7630,80324,120117,,6654.333333,5027.5,5840.916667,34968,5828,6392045.583,0.196075018,15749.52974,0.370862925,2.22517755,0.114262238,,,FALSE,-3413,-3350
637,10/23/2021,5828,9178,76911,100805,,6628.333333,4903,5765.666667,33996,5666,6266087.667,0.192211278,14783.16161,0.390015804,2.340094826,0.090728244,,,FALSE,-1370,-1312
638,10/24/2021,5666,6978,75541,112192,,6519.166667,4649.333333,5584.25,28692,4782,6159517,0.188942239,14272.8857,0.391248842,2.347493052,0.098145378,,,FALSE,-2702,-2632
639,10/25/2021,4782,7414,72839,146842,,6376.333333,4431.666667,5404,34356,5726,6041740.75,0.185329471,13499.21333,0.400319624,2.401917742,0.076977993,,,FALSE,64,119
640,10/26/2021,5726,5607,72903,141898,,6265.666667,4303.5,5284.583333,36888,6148,5889494.75,0.180659348,13170.60846,0.401240637,2.407443825,0.104179526,,,FALSE,-1513,-1447
641,10/27/2021,6148,7595,71390,128582,,6076,4280,5178,38262,6377,5742312.167,0.176144545,12574.95907,0.411770724,2.470624344,0.092968203,,,FALSE,-315,-260
642,10/28/2021,6377,6637,71075,120906,,5883.833333,4270.5,5077.166667,36360,6060,5608552.167,0.172041478,12227.84801,0.415213426,2.491280556,0.102666198,,,FALSE,-1296,-1237
643,10/29/2021,6060,7297,69779,84532,,5777.833333,4283,5030.416667,35124,5854,5482569,0.168176963,11735.22031,0.428659755,2.571958531,0.096232391,,,FALSE,-919,-861
644,10/30/2021,5854,6715,68860,51950,,5764,4161.666667,4962.833333,29874,4979,5393006.583,0.16542965,11391.48568,0.43566164,2.613969839,0.088977636,,,FALSE,-1185,-1148
645,10/31/2021,4979,6127,67675,44077,,5819.333333,4037,4928.166667,27756,4626,5336093.75,0.163683857,11077.30505,0.444888594,2.669331563,0.078300702,,,FALSE,-730,-673
646,11/1/2021,4626,5299,66945,58434,,5978,3985.333333,4981.666667,30426,5071,5287088.583,0.162180631,10857.18237,0.45883605,2.753016297,0.080244977,,,FALSE,-349,-301
647,11/2/2021,5071,5372,66596,59157,,6079.666667,4205.5,5142.583333,31746,5291,5223672.917,0.160235366,10671.0344,0.481919853,2.891519119,0.074283741,,,FALSE,289,344
648,11/3/2021,5291,4947,66885,45183,,6345.5,4475.833333,5410.666667,34278,5713,5159373.333,0.158262986,10585.4198,0.511143325,3.066859947,0.087687822,,,FALSE,-203,-152
649,11/4/2021,5713,5865,66682,19686,,6530.166667,4838.166667,5684.166667,29532,4922,5108779.667,0.156711033,10449.80508,0.54394954,3.263697239,0.083665757,,,FALSE,-715,-657
650,11/5/2021,4922,5579,65967,31998,,6666.666667,5049.166667,5857.916667,28206,4701,5083409.5,0.155932807,10286.41946,0.569480633,3.416883798,0.081586248,,,FALSE,-723,-681
651,11/6/2021,4701,5382,65244,14065,,6766.666667,5009,5887.833333,26058,4343,5045553.583,0.154771582,10097.91712,0.58307404,3.498444243,0.079547545,,,FALSE,-906,-847
652,11/7/2021,4343,5190,64338,14841,,6768.333333,4825.666667,5797,27258,4543,5025600.75,0.154159532,9918.315983,0.58447422,3.506845321,0.114209332,,,FALSE,-2858,-2805
653,11/8/2021,4543,7348,61480,45857,,6775.833333,4674,5724.916667,32418,5403,5004962.75,0.153526465,9438.807051,0.606529685,3.639178109,0.086385817,,,FALSE,40,92
654,11/9/2021,5403,5311,61520,31914,,6785.333333,4635.833333,5710.583333,37458,6243,4953380.833,0.151944197,9347.60702,0.610913929,3.665483575,0.082379714,,,FALSE,1135,1175
