t,date,cases_new,cases_recovered,cases_active,daily_vaccinated,FIXED,new_exposed_over,new_exposed_under,new_exposed,E(t)= NewCt+1 / delta,delta E(t),S,S/N,S/N * I,beta1,beta2,gamma1,gamma2,,,,
156,6/29/2020,3,16,183,0,,6.166666667,5.166666667,5.666666667,12,2,32591350.67,0.999734683,182.951447,0.030973609,0.185841657,0.109289617,0.114754098,,TRUE,-18,-18
157,6/30/2020,2,20,165,0,,6.666666667,4.833333333,5.75,6,1,32591345,0.999734509,164.956194,0.034857739,0.209146436,0.127272727,0.133333333,,TRUE,-20,-20
158,7/1/2020,1,21,145,0,,8,4.166666667,6.083333333,18,3,32591339.25,0.999734333,144.9614783,0.041965172,0.25179103,0.427586207,0.413793103,,TRUE,-59,-59
159,7/2/2020,3,62,86,0,,7.666666667,5.5,6.583333333,30,5,32591333.17,0.999734146,85.97713657,0.076570744,0.459424465,0.104651163,0.081395349,,TRUE,-4,-4
160,7/3/2020,5,9,82,0,,9.166666667,6,7.583333333,60,10,32591326.58,0.999733944,81.97818343,0.092504286,0.555025716,0.182926829,0.12195122,,TRUE,-5,-5
161,7/4/2020,10,15,77,0,,9.5,7.333333333,8.416666667,30,5,32591319,0.999733712,76.9794958,0.109336474,0.656018846,0.051948052,0.116883117,,TRUE,1,1
162,7/5/2020,5,4,78,0,,9.166666667,8,8.583333333,30,5,32591310.58,0.999733453,77.97920937,0.110072074,0.660432446,0.141025641,0.141025641,,TRUE,-6,-6
163,7/6/2020,5,11,72,0,,9.5,7.666666667,8.583333333,36,6,32591302,0.99973319,71.98078969,0.119244779,0.715468672,0.069444444,0.055555556,,TRUE,1,1
164,7/7/2020,6,5,73,0,,9,6.333333333,7.666666667,18,3,32591293.42,0.999732927,72.98050366,0.105050887,0.630305324,0.068493151,0.109589041,,TRUE,-2,-2
165,7/8/2020,3,5,71,0,,9.833333333,5.5,7.666666667,36,6,32591285.75,0.999732692,70.98102111,0.108010093,0.648060556,0.183098592,0.14084507,,TRUE,-7,-7
166,7/9/2020,6,13,64,0,,10,6.166666667,8.083333333,78,13,32591278.08,0.999732457,63.98287722,0.126335884,0.758015302,0.1875,0.09375,,FALSE,0,1
167,7/10/2020,13,12,64,0,,10.16666667,6.5,8.333333333,48,8,32591270,0.999732209,63.98286135,0.130243211,0.781459268,0.0625,0.140625,,TRUE,4,4
168,7/11/2020,8,4,68,0,,12.5,8.333333333,10.41666667,84,14,32591261.67,0.999731953,67.9817728,0.153227347,0.91936408,0.058823529,-0.029411765,,TRUE,10,10
169,7/12/2020,14,4,78,0,,14.33333333,11,12.66666667,42,7,32591251.25,0.999731633,77.97906741,0.162436755,0.97462053,0.012820513,0.102564103,,TRUE,6,6
170,7/13/2020,7,1,84,0,,16.16666667,13,14.58333333,24,4,32591238.58,0.999731245,83.97742457,0.173657783,1.041946695,0.047619048,0.083333333,,TRUE,0,0
171,7/14/2020,4,4,84,0,,17.16666667,12.66666667,14.91666667,30,5,32591224,0.999730798,83.97738699,0.177627183,1.065763097,0.023809524,0.011904762,,TRUE,3,3
172,7/15/2020,5,2,87,0,,17.66666667,12.66666667,15.16666667,18,3,32591209.08,0.99973034,86.97653958,0.174376524,1.046259146,0.137931034,0.16091954,,TRUE,-9,-9
173,7/16/2020,3,12,78,0,,20,13.66666667,16.83333333,108,18,32591193.92,0.999729875,77.97893023,0.215870278,1.295221667,0.038461538,-0.141025641,,FALSE,14,15
174,7/17/2020,18,3,92,0,,19.66666667,14,16.83333333,54,9,32591177.08,0.999729358,91.97510097,0.183020547,1.098123285,0.054347826,0.152173913,,TRUE,4,4
175,7/18/2020,9,5,96,0,,17.33333333,13.66666667,15.5,90,15,32591160.25,0.999728842,95.97396883,0.161502126,0.969012756,0.072916667,0.010416667,,TRUE,8,8
176,7/19/2020,15,7,104,0,,21.33333333,12.16666667,16.75,126,21,32591144.75,0.999728367,103.9717501,0.161101453,0.966608717,0.019230769,-0.038461538,,TRUE,19,19
177,7/20/2020,21,2,123,0,,20.83333333,17.16666667,19,90,15,32591128,0.999727853,122.9665259,0.154513595,0.927081571,0.056910569,0.105691057,,TRUE,8,8
178,7/21/2020,15,7,131,0,,20.66666667,15.83333333,18.25,96,16,32591109,0.99972727,130.9642724,0.139350982,0.836105894,0.030534351,0.022900763,,TRUE,12,12
179,7/22/2020,16,4,143,0,,19.16666667,13.33333333,16.25,54,9,32591090.75,0.99972671,142.9609195,0.113667428,0.682004567,0.055944056,0.104895105,,TRUE,1,1
180,7/23/2020,9,8,144,0,,16.83333333,13.16666667,15,126,21,32591074.5,0.999726212,143.9605745,0.104195194,0.625171165,0.020833333,-0.0625,,TRUE,18,18
181,7/24/2020,21,3,162,0,,17,13.5,15.25,138,23,32591059.5,0.999725752,161.9555717,0.094161626,0.564969757,0.104938272,0.092592593,,TRUE,6,6
182,7/25/2020,23,17,168,0,,16.16666667,9.333333333,12.75,78,13,32591044.25,0.999725284,167.9538477,0.075913712,0.455482271,0.035714286,0.101190476,,FALSE,6,7
183,7/26/2020,13,6,174,0,,9.833333333,7.5,8.666666667,42,7,32591031.5,0.999724893,173.9521313,0.049822136,0.298932813,0.005747126,0.040229885,,TRUE,6,6
184,7/27/2020,7,1,180,0,,11.16666667,6.333333333,8.75,234,39,32591022.83,0.999724627,179.9504328,0.048624501,0.291747006,0.033333333,-0.144444444,,TRUE,33,33
185,7/28/2020,39,6,213,0,,12.33333333,7.833333333,10.08333333,78,13,32591014.08,0.999724358,212.9412883,0.047352645,0.284115873,0.023474178,0.150234742,,FALSE,7,8
186,7/29/2020,13,5,220,0,,14.5,8.833333333,11.66666667,48,8,32591004,0.999724049,219.9392908,0.053044941,0.318269645,0.022727273,0.045454545,,TRUE,3,3
187,7/30/2020,8,5,223,0,,14.16666667,10.66666667,12.41666667,72,12,32590992.33,0.999723691,222.9383831,0.055695509,0.334173052,0.121076233,0.103139013,,TRUE,-15,-15
188,7/31/2020,12,27,208,0,,14,11.5,12.75,54,9,32590979.92,0.99972331,207.9424485,0.061315042,0.367890253,0.014423077,0.028846154,,TRUE,6,6
189,8/1/2020,9,3,214,0,,15.5,13.5,14.5,84,14,32590967.17,0.999722919,213.9407047,0.067775789,0.406654732,0.079439252,0.056074766,,TRUE,-3,-3
190,8/2/2020,14,17,211,0,,16.83333333,11.83333333,14.33333333,12,2,32590952.67,0.999722474,210.9414421,0.067949347,0.407696084,0.018957346,0.075829384,,TRUE,-2,-2
191,8/3/2020,2,4,209,0,,15.16666667,10.83333333,13,6,1,32590938.33,0.999722035,208.9419053,0.062218251,0.373309509,0.076555024,0.081339713,,TRUE,-15,-15
192,8/4/2020,1,16,194,0,,15.16666667,8.5,11.83333333,126,21,32590925.33,0.999721636,193.9459974,0.061013548,0.366081285,0.092783505,-0.010309278,,TRUE,3,3
193,8/5/2020,21,18,197,0,,14.33333333,9.833333333,12.08333333,90,15,32590913.5,0.999721273,196.9450908,0.061353818,0.36812291,0.055837563,0.086294416,,TRUE,4,4
194,8/6/2020,15,11,201,0,,17.5,11,14.25,150,25,32590901.42,0.999720902,200.9439014,0.070915315,0.425491888,0.074626866,0.024875622,,TRUE,10,10
195,8/7/2020,25,15,211,0,,19.5,13.5,16.5,42,7,32590887.17,0.999720465,210.9410182,0.078220918,0.469325506,0.222748815,0.308056872,,TRUE,-40,-40
196,8/8/2020,7,47,171,0,,19.66666667,16.16666667,17.91666667,78,13,32590870.67,0.999719959,170.952113,0.104805178,0.628831069,0.052631579,0.01754386,,TRUE,4,4
197,8/9/2020,13,9,175,0,,19.33333333,16.33333333,17.83333333,66,11,32590852.75,0.99971941,174.9508967,0.101933363,0.611600181,0.108571429,0.125714286,,FALSE,-9,-8
198,8/10/2020,11,19,166,0,,20.16666667,15,17.58333333,54,9,32590834.92,0.999718862,165.9533312,0.105953482,0.635720894,0.036144578,0.048192771,,TRUE,3,3
199,8/11/2020,9,6,169,0,,18.5,14.33333333,16.41666667,66,11,32590817.33,0.999718323,168.9523966,0.097167409,0.583004456,0.047337278,0.035502959,,TRUE,3,3
200,8/12/2020,11,8,172,0,,16.66666667,10.83333333,13.75,90,15,32590800.92,0.99971782,171.951465,0.079964425,0.479786549,0.023255814,0,,TRUE,11,11
201,8/13/2020,15,4,183,0,,13.66666667,8.166666667,10.91666667,120,20,32590787.17,0.999717398,182.9482838,0.059670779,0.358024676,0.038251366,0.010928962,,TRUE,13,13
202,8/14/2020,20,7,196,0,,11.16666667,7.5,9.333333333,156,26,32590776.25,0.999717063,195.9445443,0.047632525,0.285795148,0.015306122,-0.015306122,,TRUE,23,23
203,8/15/2020,26,3,219,0,,10.33333333,8,9.166666667,150,25,32590766.92,0.999716777,218.9379741,0.041868784,0.251212702,0.127853881,0.132420091,,TRUE,-3,-3
204,8/16/2020,25,28,216,0,,11,6.5,8.75,72,12,32590757.75,0.999716495,215.938763,0.040520747,0.243124482,0.078703704,0.138888889,,TRUE,-5,-5
205,8/17/2020,12,17,211,0,,9.333333333,7.5,8.416666667,42,7,32590749,0.999716227,210.9401239,0.039900738,0.239404429,0.123222749,0.146919431,,TRUE,-19,-19
206,8/18/2020,7,26,192,0,,9.333333333,7,8.166666667,96,16,32590740.58,0.999715969,191.945466,0.042546807,0.255280841,0.119791667,0.072916667,,TRUE,-7,-7
207,8/19/2020,16,23,185,0,,9.5,6.5,8,30,5,32590732.42,0.999715718,184.9474079,0.04325554,0.25953324,0.037837838,0.097297297,,TRUE,-2,-2
208,8/20/2020,5,7,183,0,,10,6.5,8.25,54,9,32590724.42,0.999715473,182.9479315,0.045094798,0.270568787,0.071038251,0.049180328,,TRUE,-4,-4
209,8/21/2020,9,13,179,0,,11.16666667,7.166666667,9.166666667,48,8,32590716.17,0.99971522,178.9490244,0.051225016,0.307350097,0.022346369,0.027932961,,TRUE,4,4
210,8/22/2020,8,4,183,0,,11,8.166666667,9.583333333,60,10,32590707,0.999714939,182.9478338,0.052382874,0.314297244,0.054644809,0.043715847,,TRUE,0,0
211,8/23/2020,10,10,183,0,,11.5,8.166666667,9.833333333,42,7,32590697.42,0.999714645,182.94778,0.0537494,0.322496398,0.032786885,0.049180328,,TRUE,1,1
212,8/24/2020,7,6,184,0,,11.5,9.666666667,10.58333333,66,11,32590687.58,0.999714343,183.9474391,0.057534551,0.345207306,0.032608696,0.010869565,,TRUE,5,5
213,8/25/2020,11,6,189,0,,13,9,11,36,6,32590677,0.999714018,188.9459495,0.058217707,0.349306244,0.037037037,0.063492063,,TRUE,-1,-1
214,8/26/2020,6,7,188,0,,13.16666667,9.5,11.33333333,30,5,32590666,0.999713681,187.946172,0.060300953,0.361805719,0.085106383,0.090425532,,TRUE,-11,-11
215,8/27/2020,5,16,177,0,,12.33333333,8.5,10.41666667,60,10,32590654.67,0.999713333,176.94926,0.0588681,0.353208598,0.203389831,0.175141243,,TRUE,-26,-26
216,8/28/2020,10,36,151,0,,10.5,8.5,9.5,66,11,32590644.25,0.999713014,150.9566651,0.062931968,0.377591807,0.052980132,0.052980132,,FALSE,2,3
217,8/29/2020,11,8,153,0,,19.83333333,7.166666667,13.5,102,17,32590634.75,0.999712722,152.9560465,0.088260649,0.529563897,0.065359477,0.032679739,,FALSE,6,7
218,8/30/2020,17,10,159,0,,34.16666667,16.5,25.33333333,36,6,32590621.25,0.999712308,158.954257,0.159374991,0.956249948,0.037735849,0.106918239,,TRUE,0,0
219,8/31/2020,6,6,159,0,,37.16666667,30.83333333,34,84,14,32590595.92,0.999711531,158.9541335,0.213898181,1.283389086,0.132075472,0.088050314,,FALSE,-8,-7
220,9/1/2020,14,21,151,0,,42.33333333,33,37.66666667,36,6,32590561.92,0.999710488,150.9562837,0.249520363,1.497122176,0.026490066,0.079470199,,TRUE,2,2
221,9/2/2020,6,4,153,0,,70.83333333,39.5,55.16666667,84,14,32590524.25,0.999709333,152.9555279,0.360671284,2.164027705,0.026143791,-0.026143791,,TRUE,10,10
222,9/3/2020,14,4,163,0,,79.5,68.83333333,74.16666667,66,11,32590469.08,0.999707641,162.9523454,0.45514329,2.730859742,0.055214724,0.073619632,,TRUE,2,2
223,9/4/2020,11,9,165,0,,86.33333333,68.16666667,77.25,36,6,32590394.92,0.999705366,164.9513853,0.468319801,2.809918808,0.127272727,0.157575758,,TRUE,-15,-15
224,9/5/2020,6,21,150,0,,81.16666667,59.33333333,70.25,36,6,32590317.67,0.999702996,149.9554494,0.468472472,2.810834829,0.013333333,0.013333333,,TRUE,4,4
225,9/6/2020,6,2,154,0,,68.33333333,60.5,64.41666667,372,62,32590247.42,0.999700841,153.9539295,0.418415216,2.510491296,0.058441558,-0.305194805,,TRUE,53,53
226,9/7/2020,62,9,207,0,,74.66666667,56.83333333,65.75,600,100,32590183,0.999698865,206.9376651,0.317728529,1.906371176,0.057971014,-0.125603865,,TRUE,88,88
227,9/8/2020,100,12,295,0,,70.66666667,36.83333333,53.75,144,24,32590117.25,0.999696848,294.9105702,0.182258642,1.093551851,0.023728814,0.281355932,,TRUE,17,17
228,9/9/2020,24,7,312,0,,56.16666667,30.66666667,43.41666667,270,45,32590063.5,0.999695199,311.9049022,0.139198411,0.835190464,0.076923077,0.009615385,,TRUE,21,21
229,9/10/2020,45,24,333,0,,49.83333333,38.66666667,44.25,1092,182,32590020.08,0.999693868,332.8980579,0.132923575,0.797541451,0.042042042,-0.369369369,,TRUE,168,168
230,9/11/2020,182,14,501,0,,50.66666667,36.83333333,43.75,348,58,32589975.83,0.99969251,500.8459476,0.087352209,0.524113255,0.015968064,0.263473054,,TRUE,50,50
231,9/12/2020,58,8,551,0,,55,41.66666667,48.33333333,282,47,32589932.08,0.999691168,550.8298337,0.087746397,0.526478383,0.012704174,0.032667877,,TRUE,40,40
232,9/13/2020,47,7,591,0,,64.83333333,40.83333333,52.83333333,186,31,32589883.75,0.999689686,590.8166042,0.089424253,0.536545516,0.011844332,0.040609137,,FALSE,23,24
233,9/14/2020,31,7,614,0,,79,51,65,138,23,32589830.92,0.999688065,613.8084719,0.105896225,0.63537735,0.009771987,0.022801303,,TRUE,17,17
234,9/15/2020,23,6,631,0,,87.5,59.66666667,73.58333333,372,62,32589765.92,0.999686071,630.8019108,0.11665046,0.699902763,0.041204437,-0.020602219,,TRUE,36,36
235,9/16/2020,62,26,667,0,,90,68.33333333,79.16666667,126,21,32589692.33,0.999683814,666.7891039,0.118728195,0.712369169,0.022488756,0.083958021,,TRUE,6,6
236,9/17/2020,21,15,673,0,,100.3333333,78,89.16666667,570,95,32589613.17,0.999681385,672.7855724,0.132533559,0.795201357,0.020802377,-0.087667162,,FALSE,80,81
237,9/18/2020,95,14,753,0,,116.6666667,82.16666667,99.41666667,120,20,32589524,0.99967865,752.7580237,0.132069886,0.792419318,0.067729084,0.168658699,,FALSE,-32,-31
238,9/19/2020,20,51,721,0,,126.3333333,93.5,109.9166667,312,52,32589424.58,0.999675601,720.7661081,0.152499771,0.914998628,0.055478502,0.0110957,,TRUE,12,12
239,9/20/2020,52,40,733,0,,129.5,88.16666667,108.8333333,342,57,32589314.67,0.999672229,732.7597439,0.148525263,0.891151575,0.054570259,0.047748977,,TRUE,17,17
240,9/21/2020,57,40,750,0,,119.8333333,93,106.4166667,492,82,32589205.83,0.999668891,749.7516679,0.141935885,0.851615311,0.224,0.192,,FALSE,-87,-86
241,9/22/2020,82,168,663,0,,151.1666667,89.5,120.3333333,882,147,32589099.42,0.999665626,662.7783102,0.181558949,1.089353693,0.058823529,-0.036199095,,FALSE,106,108
242,9/23/2020,147,39,769,0,,180.6666667,119.1666667,149.9166667,432,72,32588979.08,0.999661935,768.7400281,0.19501608,1.170096479,0.083224967,0.180754226,,TRUE,8,8
243,9/24/2020,72,64,777,0,,219.8333333,142,180.9166667,660,110,32588829.17,0.999657336,776.7337504,0.232919796,1.397518776,0.038610039,-0.01029601,,TRUE,80,80
244,9/25/2020,110,30,857,0,,243.6666667,175.6666667,209.6666667,492,82,32588648.25,0.999651787,856.7015813,0.244737107,1.468422643,0.103850642,0.137689615,,FALSE,-8,-7
245,9/26/2020,82,89,849,0,,296.5,207.6666667,252.0833333,900,150,32588438.58,0.999645355,848.6989067,0.29702328,1.782139682,0.058892815,-0.020023557,,FALSE,99,100
246,9/27/2020,150,50,948,0,,394.8333333,264.8333333,329.8333333,690,115,32588186.5,0.999637623,947.6564663,0.348051583,2.088309499,0.056962025,0.094936709,,FALSE,60,61
247,9/28/2020,115,54,1008,0,,461.5,336.6666667,399.0833333,606,101,32587856.67,0.999627505,1007.624525,0.396063537,2.376381222,0.049603175,0.063492063,,TRUE,51,51
248,9/29/2020,101,50,1059,0,,480.6666667,370.3333333,425.5,534,89,32587457.58,0.999615263,1058.592564,0.40194879,2.411692739,0.026440038,0.037771483,,TRUE,61,61
249,9/30/2020,89,28,1120,0,,491.8333333,380,435.9166667,1560,260,32587032.08,0.999602211,1119.554476,0.389366195,2.33619717,0.041964286,-0.110714286,,TRUE,213,213
250,10/1/2020,260,47,1333,0,,501.3333333,390.1666667,445.75,1722,287,32586596.17,0.999588839,1332.451923,0.334533646,2.007201876,0.060765191,0.04276069,,FALSE,203,206
251,10/2/2020,287,81,1536,0,,546,380.5,463.25,1902,317,32586150.42,0.999575166,1535.347455,0.301723234,1.810339406,0.078776042,0.059895833,,FALSE,195,196
252,10/3/2020,317,121,1731,0,,567.8333333,358.8333333,463.3333333,1758,293,32585687.17,0.999560956,1730.240015,0.267785584,1.606713506,0.03870595,0.05372617,,FALSE,224,226
253,10/4/2020,293,67,1955,0,,562.6666667,371.1666667,466.9166667,2592,432,32585223.83,0.999546743,1954.113883,0.238940356,1.433642135,0.02915601,-0.040409207,,FALSE,372,375
254,10/5/2020,432,57,2327,0,,591.1666667,418.6666667,504.9166667,4146,691,32584756.92,0.999532421,2325.911943,0.217083311,1.302499868,0.037387194,-0.073485174,,FALSE,603,604
255,10/6/2020,691,87,2930,0,,626.8333333,469.6666667,548.25,2934,489,32584252,0.999516933,2928.584612,0.187206474,1.123238846,0.025255973,0.095221843,,FALSE,412,415
256,10/7/2020,489,74,3342,0,,672.6666667,505.5,589.0833333,2250,375,32583703.75,0.999500115,3340.329384,0.176354864,1.058129182,0.005385996,0.040993417,,FALSE,352,357
257,10/8/2020,375,18,3694,0,,755.1666667,516.8333333,636,2124,354,32583114.67,0.999482045,3692.086674,0.172260311,1.033561868,0.050893341,0.057661072,,FALSE,162,166
258,10/9/2020,354,188,3856,0,,806.8333333,567.8333333,687.3333333,2244,374,32582478.67,0.999462536,3853.927538,0.1783462,1.070077203,0.018931535,0.014522822,,FALSE,298,301
259,10/10/2020,374,73,4154,0,,857.1666667,603,730.0833333,3366,561,32581791.33,0.999441452,4151.679791,0.175852515,1.055115091,0.032017333,-0.012277323,,FALSE,425,428
260,10/11/2020,561,133,4579,0,,890.8333333,637.1666667,764,3378,563,32581061.25,0.999419057,4576.339861,0.166945643,1.001673857,0.023804324,0.024022712,,FALSE,451,454
261,10/12/2020,563,109,5030,0,,902.8333333,682.6666667,792.75,3960,660,32580297.25,0.999395621,5026.959974,0.157699684,0.946198105,0.069582505,0.051093439,,FALSE,306,310
262,10/13/2020,660,350,5336,0,,945.8333333,699.8333333,822.8333333,3960,660,32579504.5,0.999371304,5332.645276,0.154301156,0.925806939,0.043665667,0.044415292,,FALSE,423,427
263,10/14/2020,660,233,5759,0,,959.3333333,696.1666667,827.75,3534,589,32578681.67,0.999346063,5755.233979,0.143825603,0.862953621,0.071019274,0.083868727,,FALSE,177,180
264,10/15/2020,589,409,5936,0,,1019.166667,669.3333333,844.25,3774,629,32577853.92,0.999320672,5931.967511,0.142322088,0.853932526,0.041273585,0.035545822,,FALSE,378,384
265,10/16/2020,629,245,6314,0,,1011.166667,729.8333333,870.5,5214,869,32577009.67,0.999294775,6309.54721,0.137965526,0.827793156,0.047830219,0.010769718,,FALSE,561,567
266,10/17/2020,869,302,6875,0,,1073.666667,723.3333333,898.5,5226,871,32576139.17,0.999268073,6869.967999,0.130786635,0.784719812,0.101963636,0.101963636,,FALSE,168,170
267,10/18/2020,871,701,7043,0,,1069.166667,808,938.5833333,5190,865,32575240.67,0.999240511,7037.650921,0.133365997,0.800195983,0.064603152,0.066448956,,FALSE,403,410
268,10/19/2020,865,455,7446,0,,1080.666667,806,943.3333333,5172,862,32574302.08,0.99921172,7440.13047,0.126789891,0.760739348,0.085146387,0.086086489,,FALSE,224,228
269,10/20/2020,862,634,7670,0,,1047.666667,821.1666667,934.4166667,4392,732,32573358.75,0.999182784,7663.731951,0.121927107,0.731562643,0.075619296,0.093481095,,FALSE,145,152
270,10/21/2020,732,580,7815,0,,1062.5,724.6666667,893.5833333,5082,847,32572424.33,0.999154121,7808.389453,0.114438879,0.686633272,0.0621881,0.048880358,,FALSE,350,361
271,10/22/2020,847,486,8165,0,,967.6666667,720.6666667,844.1666667,4260,710,32571530.75,0.99912671,8157.869588,0.103478814,0.620872882,0.057195346,0.075076546,,FALSE,234,243
272,10/23/2020,710,467,8399,0,,990,623.8333333,806.9166667,7368,1228,32570686.58,0.999100815,8391.447749,0.09615941,0.576956461,0.079890463,0.01857364,,FALSE,554,557
273,10/24/2020,1228,671,8953,0,,922.3333333,644.1666667,783.25,4938,823,32569879.67,0.999076063,8944.727996,0.087565547,0.525393282,0.06467106,0.11057746,,FALSE,238,244
274,10/25/2020,823,579,9191,0,,958.8333333,649.6666667,804.25,7440,1240,32569096.42,0.999052037,9182.287275,0.087587109,0.525522656,0.075182243,0.030029377,,FALSE,547,549
275,10/26/2020,1240,691,9738,0,,997.3333333,717.1666667,857.25,5010,835,32568292.17,0.999027367,9728.528501,0.088117129,0.528702773,0.069213391,0.111008421,,FALSE,159,161
276,10/27/2020,835,674,9897,0,,1057.333333,756,906.6666667,4806,801,32567434.92,0.999001071,9887.1136,0.091701856,0.550211135,0.057896332,0.062342124,,FALSE,218,228
277,10/28/2020,801,573,10115,0,,1216.666667,814.3333333,1015.5,3894,649,32566528.25,0.998973259,10104.61452,0.100498638,0.60299183,0.067721206,0.083143846,,FALSE,-40,-36
278,10/29/2020,649,685,10075,0,,1301.5,947.3333333,1124.416667,4794,799,32565512.75,0.998942109,10064.34175,0.111722823,0.670336935,0.048734491,0.034143921,,FALSE,305,308
279,10/30/2020,799,491,10380,0,,1284,1003,1143.5,3954,659,32564388.33,0.998907618,10368.66107,0.110284249,0.661705494,0.096339114,0.110308285,,FALSE,-346,-341
280,10/31/2020,659,1000,10034,0,,1307,969.3333333,1138.166667,5742,957,32563244.83,0.998872541,10022.68708,0.113559034,0.681354207,0.09687064,0.067570261,,FALSE,-19,-15
281,11/1/2020,957,972,10015,0,,1276.166667,959.3333333,1117.75,5004,834,32562106.67,0.998837628,10003.35884,0.111737469,0.670424815,0.089865202,0.102646031,,FALSE,-71,-66
282,11/2/2020,834,900,9944,0,,1241.166667,936,1088.583333,6324,1054,32560988.92,0.998803341,9932.100423,0.10960253,0.657615179,0.087992759,0.066673371,,FALSE,171,179
283,11/3/2020,1054,875,10115,0,,1226.166667,780.5,1003.333333,6192,1032,32559900.33,0.998769949,10102.55803,0.09931478,0.595888683,0.081067721,0.08393475,,FALSE,205,212
284,11/4/2020,1032,820,10320,0,,1151,739,945,6054,1009,32558897,0.998739172,10306.98825,0.091685367,0.550112202,0.08129845,0.084108527,,FALSE,164,170
285,11/5/2020,1009,839,10484,0,,1142,814.3333333,978.1666667,10530,1755,32557952,0.998710184,10470.47757,0.093421399,0.560528396,0.069248378,-0.001526135,,FALSE,1025,1029
286,11/6/2020,1755,726,11509,0,,1201.333333,838,1019.666667,7008,1168,32556973.83,0.998680179,11493.81018,0.088714417,0.532286501,0.089408289,0.140585629,,FALSE,137,139
287,11/7/2020,1168,1029,11646,0,,1223.166667,894.5,1058.833333,5112,852,32555954.17,0.998648901,11630.2651,0.091041204,0.546247222,0.070839773,0.098317019,,FALSE,23,27
288,11/8/2020,852,825,11669,0,,1280,941.3333333,1110.666667,5832,972,32554895.33,0.998616421,11652.85502,0.095312837,0.57187702,0.115262662,0.105064701,,FALSE,-374,-373
289,11/9/2020,972,1345,11295,0,,1253,989.8333333,1121.416667,5214,869,32553784.67,0.998582352,11278.98766,0.099425294,0.596551765,0.064187694,0.073483842,,FALSE,142,144
290,11/10/2020,869,725,11437,0,,1314.833333,882.5,1098.666667,4932,822,32552663.25,0.998547952,11420.39293,0.096202177,0.577213064,0.067237912,0.071522252,,FALSE,51,53
291,11/11/2020,822,769,11488,0,,1257.166667,911.8333333,1084.5,5514,919,32551564.58,0.998514251,11470.93172,0.094543323,0.567259937,0.086699164,0.078255571,,TRUE,-77,-77
292,11/12/2020,919,996,11411,0,,1245,870.1666667,1057.583333,7824,1304,32550480.08,0.998480984,11393.66651,0.092822037,0.556932221,0.078871265,0.045394794,,FALSE,401,404
293,11/13/2020,1304,900,11812,0,,1226.333333,859.8333333,1043.083333,6684,1114,32549422.5,0.998448543,11793.67419,0.088444306,0.530665838,0.067981714,0.084828987,,FALSE,302,311
294,11/14/2020,1114,803,12114,0,,1356.5,840.8333333,1098.666667,7248,1208,32548379.42,0.998416547,12094.81804,0.0908378,0.545026802,0.083622255,0.076110286,,FALSE,192,195
295,11/15/2020,1208,1013,12306,0,,1519.5,1044.833333,1282.166667,6618,1103,32547280.75,0.998382845,12286.09929,0.104359133,0.626154796,0.066715423,0.07549163,,FALSE,279,282
296,11/16/2020,1103,821,12585,0,,1571.166667,1194.5,1382.833333,7260,1210,32545998.58,0.998343515,12564.15313,0.110061802,0.660370811,0.080889948,0.072626142,,FALSE,189,192
297,11/17/2020,1210,1018,12774,0,,1512,1196.5,1354.25,3960,660,32544615.75,0.998301097,12752.29821,0.106196544,0.637179265,0.049318929,0.092766557,,FALSE,25,30
298,11/18/2020,660,630,12799,0,,1537.166667,1178.833333,1358,7740,1290,32543261.5,0.998259555,12776.72405,0.106287026,0.637722156,0.068599109,0.019689038,,FALSE,408,412
299,11/19/2020,1290,878,13207,0,,1582.833333,1181,1381.916667,5748,958,32541903.5,0.998217899,13183.46379,0.104821972,0.628931829,0.072385856,0.097751193,,FALSE,-1,2
300,11/20/2020,958,956,13206,0,,1618.333333,1086.166667,1352.25,6246,1041,32540521.58,0.998175509,13181.90577,0.102583801,0.615502807,0.106391034,0.100408905,,FALSE,-368,-364
301,11/21/2020,1041,1405,12838,0,,1506.333333,939.6666667,1223,6576,1096,32539169.33,0.998134029,12814.04466,0.095442152,0.572652913,0.085994703,0.082022122,,FALSE,-12,-8
302,11/22/2020,1096,1104,12826,0,,1387,980,1183.5,11304,1884,32537946.33,0.998096513,12801.58588,0.092449483,0.5546969,0.068844535,0.007718696,,FALSE,997,1001
303,11/23/2020,1884,883,13823,0,,1367.166667,1069.5,1218.333333,13128,2188,32536762.83,0.99806021,13796.18628,0.088309429,0.529856574,0.121030167,0.099037835,,TRUE,515,515
304,11/24/2020,2188,1673,14338,0,,1390.5,1026.5,1208.5,5820,970,32535544.5,0.998022837,14309.65144,0.08445349,0.506720938,0.163760636,0.248988701,,FALSE,-1382,-1378
305,11/25/2020,970,2348,12956,0,,1395.833333,986.5,1191.166667,5610,935,32534336,0.997985767,12929.9036,0.092124946,0.552749674,0.197205928,0.200138932,,FALSE,-1623,-1620
306,11/26/2020,935,2555,11333,0,,1363.833333,958.5,1161.166667,6654,1109,32533144.83,0.997949228,11309.7586,0.102669447,0.616016685,0.101297097,0.08612018,,FALSE,-41,-39
307,11/27/2020,1109,1148,11292,0,,1368.166667,943.6666667,1155.916667,7890,1315,32531983.67,0.997913609,11268.44048,0.102580004,0.615480023,0.098299681,0.080499469,,FALSE,200,205
